Номер дільниці; Опис меж дільниці; Адреса приміщення для голосування (місцезнаходження) / Адреса дільничної виборчої комісії; Розмір дільниці; Кординати
121172; м.Дніпро – вул.Писаржевського, вул.Чернишевського: 11–14, 16–18, 21–23., просп.Гагаріна: 10, 12, 14, 14А, 16, 16А, 20, 24.,; вул.Чернишевського, 24А, м.Дніпро, 49005 (Придніпровська державна академія будівництва та архітектури, хол, 3-й поверх);Середня;35.053778,48.453044
121173; м.Дніпро – вул.Полігонна: 21, 23–27А., вул.Телевізійна: 1–8, 10, 12, 14–16А, 20., пров.Університетський, просп.Гагаріна: 38А(гурт 3).,; просп.Гагаріна, 38А, м.Дніпро, 49010 (Дніпропетровський національний університет, гуртожиток №3, к.113, 2-й поверх);Велика;35.049674,48.441752
121174; м.Дніпро – вул.Кольцова, вул.Полігонна: 2–20., вул.Сірка: 1–21, 48., вул.Скеляста, вул.Феодосіївська: 2., вул.Чонгарська, вул.Ясна: 7–10, 16., пров.Біологічний, пров.Прилуцький, пров.Реактивний, пров.Сірка, просп.Гагаріна: 28(гурт 1).,; просп.Гагаріна, 28, м.Дніпро, 49010 (Дніпропетровський національний університет, гуртожиток №1, хол, 1-й поверх);Велика;35.051356,48.443606
121175; м.Дніпро – вул.Акмолинська, вул.Армійська, вул.Баскетбольна, вул.Ботанічна, вул.Бронетанкова, вул.Глазунова, вул.Довга балка: 78–104., вул.Достоєвського, вул.Кишинівська, вул.Маневрова, вул.Миколи Гнатюка, вул.Олександра Рейнгарда, вул.Олени Ган, вул.Полігонна: 22–22А., вул.Полкова, вул.Сірка: 36–46, 52–130., вул.Телевізійна: 9, 11–11Б, 13–13А, 17–19, 21–23., вул.Ясна: 11., просп.Гагаріна: 26(гурт), 30, 32, 36, 38(гурт 2), 46, 48, 58, 60, 64, 66, 68А, 68/1, 68/2, 70, 70А, 70А/1, 70А/2.,; просп.Гагаріна, 38, м.Дніпро, 49010 (Дніпропетровський національний університет, гуртожиток №2, актова зала, 1-й поверх);Велика;35.050510,48.441725
121176; м.Дніпро – вул.Генерала Пушкіна: 1Б., вул.Казакова: 4, 4А, 30(гурт 5), 32(гурт 7), 36(гурт 4), 38(гурт 6)., вул.Університетська; вул.Казакова, 34, м.Дніпро, 49050 (культурно-побутовий комплекс Дніпропетровського національного університету, хол, 2-й поверх);Велика;35.031398,48.434614
121177; м.Дніпро – вул.Абхазька: 1, 1А, 2, 3, 4, 4А, 5, 6, 7, 8, 10., просп.Гагаріна: 145, 149, 151, 153, 155, 157, 159, 161, 163, 169 к.1, 169 к.2, 169 к.3, 169 к.4, 171, 173, 175, 177.,; вул.Високовольтна, 30, м.Дніпро, 49107 (школа №20, коридор, 1-й поверх);Велика;35.026704,48.422966
121178; м.Дніпро – вул.Високовольтна, шосе Запорізьке: 1, 3, 5, 7, 9.,; вул.Високовольтна, 30, м.Дніпро, 49107 (школа №20, коридор, 3-й поверх);Велика;35.026422,48.423027
121179; м.Дніпро – вул.Аеродромна, вул.Гаражна, вул.Городна, вул.Лісогорська, вул.Муромська, вул.Надії, вул.Соколина, вул.Тунельна, пров.Гаражний, пров.Пермський, тупик Гаражний, тупик Лісогорський, шосе Запорізьке: 19.,; вул.Високовольтна, 30, м.Дніпро, 49107 (школа №20, коридор, 2-й поверх);Велика;35.026321,48.423053
121180; м.Дніпро – вул.Вінницька, вул.Володі Дубініна: 1–57., вул.Зої Космодем’янської, вул.Казакова: 1А., вул.Лізи Чайкіної: 1, 3, 7, 9, 11, 13, 15, 17, 19., вул.Льотчиків, вул.Обсерваторна, вул.Остапа Вишні: 1–26., вул.Станична, вул.Танкістів, вул.Черняховського, пров.Льотчиків, просп.Гагаріна: 101 к.1, 101 к.2, 101 к.3, 101 к.4, 101 к.5, 101А, 101Д, 105, 107, 109, 111, 117, 119.,; вул.Володі Дубініна, 12, м.Дніпро, 49050 (навчально-виховний комплекс №28, хол, 1-й поверх);Велика;35.042062,48.427307
121181; м.Дніпро – вул.Аксакова, вул.Володі Дубініна: 59–103., вул.Лізи Чайкіної: 2(гурт 5), 4–6, 8, 10, 12, 14, 16, 18, 20–47., вул.Марії Заньковецької, вул.Міськдачі: 7, 9, 11, 11А., вул.Олега Кошового, вул.Олександра Матросова, вул.Остапа Вишні: 27А–84., вул.Панфілова, вул.Радіо, вул.Снайперська, вул.Хортицька, пров.Радіо, просп.Гагаріна: 123, 125, 127, 131, 133, 135, 137, 137А, 139, 141, 143.,; вул.Володі Дубініна, 12, м.Дніпро, 49050 (навчально-виховний комплекс №28, хол, 2-й поверх);Велика;35.041953,48.427292
121182; м.Дніпро – вул.Лазаряна: 2(гурт 5)–2(гурт 6), 2 к.1–2 к.10, 22.,; вул.Лазаряна, 2, м.Дніпро, 49010 (Палац культури ДНУЗТ, дзеркальна зала, 1-й поверх);Середня;35.048802,48.435929
121183; м.Дніпро – вул.Лазаряна: 2(гурт 1)–2(гурт 4), 2(гурт 1 КВП).,; вул.Лазаряна, 2, м.Дніпро, 49010 (палац культури ДНУЗТ, хол, 2-й поверх);Середня;35.049017,48.435870
121184; м.Дніпро – вул.Алупкинська, вул.Борислава Брондукова, вул.Горяна, вул.Дернова, вул.Джерельна, вул.Крута балка, вул.Лабораторна, вул.Лешко-Попеля, вул.Переможна, вул.Південна: 1, 5., вул.Променева, вул.Сташкова, вул.Тихвінська, вул.2-а Горяна, вул.9 Січня, пров.Бузиновий, пров.Крута балка, пров.Лоцманський, тупик Крута балка, узвіз Лоцманський, станція Лоцманська; вул.Лазаряна, 7А, м.Дніпро, 49010 (навчально-виховне об’єднання технічного профілю №79, спортивна зала, 1-й поверх);Велика;35.051157,48.437045
121185; м.Дніпро – вул.Баха, вул.Білгородська, вул.Марії Кюрі, вул.Матроса Кошки, вул.Морська, вул.Севастопольська: 17(гурт), 21, 23–25, 27, 29, 31–73., пров.Героїв Крут, пров.Диканьський, пров.Морський, просп.Гагаріна: 63, 65(гурт 1), 65/67(гурт 3), 67(гурт 2), 69/1, 71, 71А, 73, 73/1, 73/2, 73/3, 73/4, 75, 75/1, 79, 81, 81/2, 83, 85, 85Б, 87, 87/2, 89, 91, 93, 95А, 97, 99., тупик Ігарський; просп.Гагаріна, 95, м.Дніпро, 49010 (коледж електрифікації Дніпропетровського державного аграрного університету, хол, 1-й поверх);Велика;35.051127,48.441806
121186; м.Дніпро – просп.Гагаріна: 57(гурт 5), 59(гурт 4), 61(гурт 3).,; вул.Медична, 2, м.Дніпро, 49005 (їдальня №33 Національного гірничого університету, банкетна зала, 2-й поверх);Велика;35.056025,48.446507
121187; м.Дніпро – вул.Академіка Чекмарьова, вул.Бригадна, вул.Героїв Крут: 8, 10, 12, 14., вул.Глобинська, вул.Медична, вул.Севастопольська: 1–16, 18–20, 22, 26–26А, 28, 30., вул.Феодосіївська: 8–12., вул.Чернишевського: 1–10., просп.Гагаріна: 11(гурт 2), 13/15(гурт 5), 17, 21, 23, 31.,; вул.Бригадна, 10, м.Дніпро, 49005 (школа №10, коридор, 1-й поверх);Велика;35.062740,48.450177
121188; м.Дніпро – просп.Гагаріна: 1А, 2, 3, 5, 7, 33(гурт 1), 35(гурт 4)., просп.Дмитра Яворницького: 11, 13/15, 17(гурт 2), 21(гурт 1).,; просп.Дмитра Яворницького, 19, м.Дніпро, 49027 (Національний гірничий університет, корпус №4, хол, 1-й поверх);Велика;35.062245,48.455390
121189; м.Дніпро – вул.Героїв Крут: 1–7, 9, 11, 13., вул.Горбиста, вул.Обручева, вул.Сімферопольська, вул.Спаська, пров.Інгулецький, пров.Кипарисний, пров.Льотний, пров.Люблинський, пров.Обручева, пров.Сімферопольський, пров.Чернівецький, просп.Дмитра Яворницького: 2, 2А, 3, 4, 5, 6, 7, 8, 10., узвіз Балашовський: 2–26., узвіз Селянський: 5–10.,; вул.Сімферопольська, 15, м.Дніпро, 49005 (Інститут геотехнічної механіки, лабораторний корпус, хол, 1-й поверх);Велика;35.067806,48.449983
121190; м.Дніпро – вул.Мандриківська: 2А–78Г., вул.Набережна Перемоги: 44А(гурт 7 ДДМА), 44(гурт 6 ДДМА)–44Д.,; вул.Набережна Перемоги, 40А, м.Дніпро, 49094 (спортивний комплекс Українського державного хіміко-технологічного університету, хол, 1-й поверх);Велика;35.071383,48.443306
121191; м.Дніпро – вул.Набережна Перемоги: 42(гурт 4 ДДАУ), 44(гурт 6 ДДАУ), 44/1(гурт 3 ДДАУ)–44/4(гурт 2 ДДАУ), 50., узвіз Балашовський: 27–36., узвіз Благодатний, узвіз Мандриківський, узвіз Севастопольський, узвіз Селянський: 16–22.,; вул.Набережна Перемоги, 42, м.Дніпро, 49094 (Дніпропетровський державний аграрний університет, гуртожиток №4, бібліотека, 1-й поверх);Велика;35.070763,48.441659
121192; м.Дніпро – вул.Дмитра Байди-Вишневецького: 3–14., вул.Мандриківська: 80–142А, 150–154А, 160–160А, 162А, 164–166Б, 168–168Б, 170, 172–172А, 174–194А., вул.Набережна Перемоги: 76–80., вул.Переяславська; вул.Набережна Перемоги, 46Б, м.Дніпро, 49094 (школа №76, коридор, 1-й поверх);Велика;35.068186,48.438548
121193; м.Дніпро – вул.Набережна Перемоги: 46–48, 54–72.,; вул.Набережна Перемоги, 46Б, м.Дніпро, 49094 (школа №76, коридор, 2-й поверх);Велика;35.068329,48.438520
121194; м.Дніпро – вул.Мандриківська: 143–149, 155–159., вул.Набережна Перемоги: 98.,; вул.Мандриківська, 151, м.Дніпро, 49094 (школа №140, вестибюль, 1-й поверх);Велика;35.063110,48.428783
121195; м.Дніпро – вул.Мандриківська: 161, 163, 167, 169, 171, 173, 220–222.,; вул.Мандриківська, 151, м.Дніпро, 49094 (школа №140, хол, ліва сторона, 1-й поверх);Велика;35.062682,48.428595
121196; м.Дніпро – вул.Мандриківська: 196–218Б, 230–242., вул.Набережна Перемоги: 108 к.1–108 к.11., пров.Землеробський, пров.Мандриківський, узвіз Кодацький; вул.Мандриківська, 151, м.Дніпро, 49094 (школа №140, хол, права сторона, 1-й поверх);Велика;35.062649,48.429076
121197; м.Дніпро – вул.Набережна Перемоги: 92(гурт 6)–96, 100–106А, 110.,; вул.Набережна Перемоги, 92, м.Дніпро, 49094 (Український державний хіміко-технологічний університет, гуртожиток №6, хол, 1-й поверх);Велика;35.064052,48.428769
121198; м.Дніпро – вул.Набережна Перемоги: 112 к.1–112 к.3, 120, 124А., просп.Героїв: 1–3, 7.,; вул.Гетьмана Петра Дорошенка, 3, м.Дніпро, 49100 (навчально-виховний комплекс №66, спортивна зала, 1-й поверх);Велика;35.068436,48.417926
121199; м.Дніпро – бульв.Слави: 4–6., вул.Набережна Перемоги: 116(гурт)–118 к.6, 124, 126–126А.,; вул.Гетьмана Петра Дорошенка, 3, м.Дніпро, 49100 (навчально-виховний комплекс №66, вестибюль, 1-й поверх);Велика;35.068515,48.417963
121200; м.Дніпро – вул.Гетьмана Петра Дорошенка: 4., просп.Героїв: 9, 11, 15–17.,; вул.Гетьмана Петра Дорошенка, 5, м.Дніпро, 49100 (школа №73, спортивна зала, 1-й поверх);Велика;35.062395,48.419404
121201; м.Дніпро – бульв.Слави: 8., вул.Гетьмана Петра Дорошенка: 8–14., просп.Героїв: 19.,; вул.Гетьмана Петра Дорошенка, 5, м.Дніпро, 49100 (школа №73, вестибюль, 1-й поверх);Велика;35.063051,48.417822
121202; м.Дніпро – просп.Героїв: 25–27, 33, 37, 45.,; просп.Героїв, 29, м.Дніпро, 49106 (навчально-виховний комплекс №111, хол, ліва сторона, 1-й поверх);Велика;35.069933,48.410120
121203; м.Дніпро – бульв.Слави: 13, 15., просп.Героїв: 21–23.,; просп.Героїв, 29, м.Дніпро, 49106 (навчально-виховний комплекс №111, хол, права сторона, 1-й поверх);Велика;35.069732,48.410182
121204; м.Дніпро – бульв.Слави: 3, 7, 9., вул.Набережна Перемоги: 130 к.1–130 к.7.,; вул.Набережна Перемоги, 132, м.Дніпро, 49106 (школа №35, хол, 1-й поверх);Велика;35.073598,48.412717
121205; м.Дніпро – вул.Набережна Перемоги: 134 к.1–134 к.5, 140., просп.Героїв: 31, 35.,; вул.Набережна Перемоги, 132, м.Дніпро, 49106 (школа №35, спортивна зала, 1-й поверх);Велика;35.073691,48.412639
121206; м.Дніпро – вул.Набережна Перемоги: 136А., пров.Добровольців, просп.Героїв: 43.,; вул.Набережна Перемоги, 132, м.Дніпро, 49106 (школа №35, хол початкової школи, 1-й поверх);Велика;35.073910,48.412639
121207; м.Дніпро – бульв.Слави: 19–27., пров.Штабний: 2, 4, 6–8.,; просп.Героїв, 38, м.Дніпро, 49049 (навчально-виховний комплекс №130, коридор, ліва сторона, 1-й поверх);Велика;35.062960,48.411760
121208; м.Дніпро – просп.Героїв: 30, 32, 34.,; просп.Героїв, 38, м.Дніпро, 49049 (навчально-виховний комплекс №130, коридор, права сторона, 1-й поверх);Велика;35.070739,48.409439
121209; м.Дніпро – просп.Героїв: 40, 46.,; просп.Героїв, 38, м.Дніпро, 49049 (навчально-виховний комплекс №130, коридор, 2-й поверх);Велика;35.070569,48.409474
121210; м.Дніпро – пров.Штабний: 1, 3, 5., просп.Героїв: 48–50.,; просп.Героїв, 34, м.Дніпро, 49106 (музична школа №19, актова зала, 1-й поверх);Велика;35.068615,48.408689
121211; м.Дніпро – вул.Байкова, вул.Бакинська: 184–186., вул.Верхоянська, вул.Воїнової, вул.Володимира Сосюри, вул.Глиняна, вул.Григорія Омельченка, вул.Далека, вул.Дружинників, вул.Капітальна, вул.Корсакова, вул.Лоцманська, вул.Мільмана, вул.Садова, вул.Тернопільська, вул.Чехова, вул.Яснополянська, пров.Камський, пров.Різничний, пров.Рокитний, пров.Садовий, пров.Салтикова-Щедріна, узвіз Дніпровський; вул.Мільмана, 63, м.Дніпро, 49049 (Лоц-Кам’янський Будинок культури, хол);Велика;35.091761,48.396732
121212; м.Дніпро – вул.Бакинська: 10–16., вул.Гайсинська, вул.Гаріна, вул.Дорожна, вул.Євпаторійська: 2–99, 101–103, 108–129., вул.Єреванська, вул.Камська, вул.Миру, вул.Радісна, вул.Слов’янська, вул.Холмогорська, пров.Дніпровський; вул.Холмогорська, 7А, м.Дніпро, 49049 (школа №107, хол, 1-й поверх);Велика;35.066028,48.407844
121213; м.Дніпро – вул.Маршала Судця, вул.Новорічна; вул.Холмогорська, 7А, м.Дніпро, 49049 (школа №107, спортивна зала, 1-й поверх);Велика;35.065921,48.407884
121214; м.Дніпро – бульв.Слави: 10–12, 14, 16–18., просп.Героїв: 18А, 20.,; просп.Героїв, 22, м.Дніпро, 49100 (Дніпропетровський центр первинної медико-санітарної допомоги, хол, 2-й поверх);Велика;35.060862,48.414315
121215; м.Дніпро – вул.Мандриківська: 336–340., просп.Героїв: 6, 10, 14А, 18.,; просп.Героїв, 22, м.Дніпро, 49100 (Дніпропетровський центр первинної медико-санітарної допомоги, хол, 1-й поверх);Велика;35.061057,48.414345
121216; м.Дніпро – вул.Дмитра Байди-Вишневецького: 155., вул.Космічна: 3–9А., вул.Мандриківська: 260(гурт 7)–329., вул.Писарева, вул.Шокальського, пров.Переяславський, просп.Героїв: 4.,; вул.Космічна, 9, м.Дніпро, 49100 (Територіальній центр соціального обслуговування, актова зала, 1-й поверх);Велика;35.055801,48.420787
121217; м.Дніпро – просп.Героїв: 12.,; вул.Мандриківська, 276, м.Дніпро, 49100 (Дніпропетровський державний аграрний університет, хол, 1-й поверх);Велика;35.057899,48.419972
121218; м.Дніпро – пров.Екіпажний: 3., ж/м Сокіл: 1 к.1–1 к.11.,; вул.Недєліна, 1, м.Дніпро, 49126 (школа №83, коридор, 1-й поверх);Велика;35.046490,48.412999
121219; м.Дніпро – вул.Космічна: 13–29., вул.Недєліна, пров.Екіпажний: 2–2 к.1, 10–12., ж/м Сокіл: 5–10.,; вул.Недєліна, 1, м.Дніпро, 49126 (школа №83, коридор, 2-й поверх);Велика;35.046506,48.413055
121220; м.Дніпро – бульв.Слави: 28–44, 46, 48–58., вул.Євпаторійська: 106.,; вул.Космодромна, 7, м.Дніпро, 49126 (ліцей з посиленою військово-фізичною підготовкою, хол, права сторона, 1-й поверх);Велика;35.044314,48.403796
121221; м.Дніпро – бульв.Слави: 45, 47., вул.Євпаторійська: 100 к.1–100 к.3, 104–104А., вул.Космодромна; вул.Космодромна, 7, м.Дніпро, 49126 (ліцей з посиленою військово-фізичною підготовкою, хол, ліва сторона, 1-й поверх);Велика;35.053839,48.405579
121222; м.Дніпро – вул.Трудових резервів, просп.Праці; вул.Трудових резервів, 4, м.Дніпро, 49041 (Дніпропетровський транспортно-економічний коледж, гуртожиток, актова зала, 1-й поверх);Середня;35.049656,48.396176
121299; м.Дніпро – вул.Менахем-Мендл Шнеєрсона: 11, 13–15, 19.,; вул.Михайла Драгоманова, 50, м.Дніпро, 49101 (школа №13, коридор, 1-й поверх);Середня;35.028155,48.454935
121300; м.Дніпро – вул.Менахем-Мендл Шнеєрсона: 1–7, 9., просп.Олександра Поля: 43, 45.,; вул.Володимира Антоновича, 13, м.Дніпро, 49000 (школа №148, хол, ліве крило, 1-й поверх);Середня;35.029365,48.461778
121301; м.Дніпро – вул.Володимира Антоновича: 4, 6, 10Б, 17., вул.Менахем-Мендл Шнеєрсона: 8, 10, 12., вул.Ульянова: 1–9., вул.Херсонська: 28–46., просп.Олександра Поля: 1/9–5, 10/9, 11А–13, 17, 21, 25, 27Д–33.,; вул.Володимира Антоновича, 13, м.Дніпро, 49000 (школа №148, хол, праве крило, 1-й поверх);Велика;35.029387,48.461807
121302; м.Дніпро – вул.Воскресенська: 44, 44А, 46., вул.Костомарівська, вул.Святослава Хороброго: 25, 27, 29, 31, 33, 35, 35А, 37, 40., вул.Херсонська: 1–19., пров.Ушинського, просп.Пушкіна: 1, 3, 5, 11, 11А, 13, 15, 19, 21.,; пров.Ушинського, 3, м.Дніпро, 49000 (Дніпропетровський коледж технологій та дизайну, хол, 1-й поверх);Середня;35.033654,48.462049
121303; м.Дніпро – вул.Андрія Фабра: 4, 8, 10, 14., вул.Старокозацька: 50, 52, 52А, 52Б, 54, 60, 62, 62А, 63, 64, 64/66, 65, 66, 68, 68Б, 70, 70А, 71, 74, 74А, 74Б, 74В, 76, 78, 78Б, 78В, 80, 82., вул.Шмідта: 9, 15, 17., вул.Юрія Савченка: 1А, 4–6В., просп.Дмитра Яворницького: 91, 99, 101, 101А, 101В, 101Г, 105, 109.,; вул.Юрія Савченка, 1, м.Дніпро, 49006 (школа №2, спортивна зала, 1-й поверх);Велика;35.025617,48.467401
121304; м.Дніпро – вул.Князя Ярослава Мудрого: 16–22, 32., вул.Столярова: 8., пров.Скориківський, просп.Дмитра Яворницького: 72, 72А, 74, 76 ГУРТ, 78, 82.,; вул.Столярова, 8, м.Дніпро, 49000 (Дніпропетровський монтажний технікум, фойє, 1-й поверх);Середня;35.033143,48.473050
121305; м.Дніпро – вул.Князя Володимира Великого: 20, 22, 24, 33, 34, 36, 40., вул.Князя Ярослава Мудрого: 6–8., вул.Січеславська Набережна: 9, 10, 10А, 11, 11А, 12, 12А, 13, 13А, 14, 15, 16, 16А, 17 ГУРТ, 17А.,; вул.Січеславська Набережна, 17, м.Дніпро, 49000 (ДП "Укрдіпромез", вестибюль, 1-й поверх);Середня;35.041091,48.472608
121306; м.Дніпро – вул.Василя Чапленка, вул.Вокзальна, вул.Княгині Ольги, вул.Князя Ярослава Мудрого: 29, 43–63А., вул.Мостова, вул.Пастера: 6–30., вул.Січеславська Набережна: 6 ГУРТ, 7, 8., вул.Столярова: 5, 9А., просп.Дмитра Яворницького: 88, 90, 94, 94А, 96, 96А, 98, 98А, 100, 102.,; вул.Мостова, 3, м.Дніпро, 49038 (школа №9, хол, 1-й поверх);Велика;35.027356,48.474578
121307; м.Дніпро – вул.Академіка Белелюбського, вул.Боброва: 21А., вул.Курчатова, вул.Пастера: 2., вул.Привокзальна, пл.Вокзальна, пл.Старомостова, просп.Дмитра Яворницького: 104, 108, 113, 115, 117, 119, 119А к.ГУРТ, 121, 123, 125.,; вул.Привокзальна, 15, м.Дніпро, 49038 (школа №1, хол, 1-й поверх);Велика;35.018273,48.477315
121308; м.Дніпро – вул.Володимира Антоновича: 16, 18, 20А, 22, 24, 26, 30А, 30/32, 34, 35, 37, 38, 39, 41, 43, 45, 47, 49, 49А., вул.Кавалерійська: 2, 4, 6, 8, 12, 12А., вул.Шмідта: 19, 21, 23, 25, 25А, 31, 33, 35, 35А, 35Б, 37, 39., вул.Юрія Савченка: 3–3А, 7–26А, 28, 30, 32, 34–34Б, 36, 38, 40., просп.Олександра Поля: 6–8А, 10/12., просп.Пушкіна: 25/27, 29/31, 31Б, 33, 35, 37, 39, 41, 41А, 43, 47, 51, 53, 57.,; вул.Юрія Савченка, 1, м.Дніпро, 49006 (школа №2, ленінська зала, 1-й поверх);Велика;35.025579,48.467357
121309; м.Дніпро – вул.Ульянова: 12–29., просп.Олександра Поля: 14–16, 18–20, 22–24, 26, 42А.,; просп.Олександра Поля, 14, м.Дніпро, 49101 (дитячо-молодіжний центр, хол, 1-й поверх);Велика;35.026496,48.461668
121464; м.Дніпро – вул.Берсенівська, вул.Василя Симоненка: 18–24., вул.Героїв-панфіловців, вул.Електрична: 21–21А, 23, 25–36., вул.Зеленоградська, вул.Кольська: 2–2З, 4, 6, 8, 12, 14, 16–44., вул.Марії Приймаченко, вул.Олександра Галича, вул.Прибережна, вул.Роторна: 14–16, 18, 20, 22., вул.Світанкова: 15–15А, 17, 19, 21., пров.Прибережний; вул.Електрична, 36, м.Дніпро, 49112 (професійний ліцей, їдальня, 1-й поверх);Велика;35.136875,48.407598
121465; м.Дніпро – вул.Василя Симоненка: 1А–17., вул.Електрична: 9–19, 22, 24., вул.Енергетиків: 7–12., вул.Кольська: 3, 5, 7, 9–11, 13, 15., вул.Космонавта Волкова: 13, 15–26., вул.Роторна: 2–12А., вул.Світанкова: 9–14, 16, 18–18А, 20, 22., вул.Станіславського: 11–15.,; вул.Космонавта Волкова, 11А, м.Дніпро, 49112 (БК "Енергетик", малий зал, 2-й поверх);Велика;35.131080,48.403072
121466; м.Дніпро – вул.Василя Симоненка: 1., вул.Вознюка, вул.Гаванська: 11А–11Д., вул.Електрична: 3–7., вул.Енергетиків: 1–6., вул.Євгена Маланюка, вул.Космонавта Волкова: 1–12, 14., вул.Світанкова: 2–8., вул.Станіславського: 1–5.,; вул.Космонавта Волкова, 6А, м.Дніпро, 49112 (енергобудівний технікум, їдальня, 1-й поверх);Велика;35.128911,48.402034
